title,doi,authors,year,sources,query_groups,cluster_size,venue,primary_venue
Leveraging GPT-like LLMs to Automate Issue Labeling,10.1145/3643991.3644903,"Colavito, Giuseppe and Lanubile, Filippo and Novielli, Nicole and Quaranta, Luigi",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 21st International Conference on Mining Software Repositories,MSR
Leveraging Human Insights for Enhanced LLM-based Code Repair,10.1145/3696630.3731672,"Zhang, Yifan and Leach, Kevin",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
Leveraging Large Language Model for Automatic Patch Correctness Assessment,10.1109/tse.2024.3452252,X. Zhou; B. Xu; K. Kim; D. Han; H. H. Nguyen; T. Le-Cong; J. He; B. Le; D. Lo,2024,IEEE,SE-G1 AND AI-G1,1,IEEE Transactions on Software Engineering,TSE
Leveraging Large Language Models for the Auto-remediation of Microservice Applications: An Experimental Study,10.1145/3663529.3663855,"Sarda, Komal and Namrud, Zakeya and Litoiu, Marin and Shwartz, Larisa and Watts, Ian",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,FSE
Leveraging Large Language Models to Detect npm Malicious Packages,10.1109/icse55347.2025.00146,"Zahan, Nusrat and Burckhardt, Philipp and Lysenko, Mikola and Aboukhadijeh, Feross and Williams, Laurie",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
Leveraging Mutation Analysis for LLM-based Repair of Quantum Programs,,Chihiro Yoshida; Yuta Ishimoto; Olivier Nourry; Masanari Kondo; Makoto Matsushita; Yasutaka Kamei; Yoshiki Higo,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE; SANER (2026) [ERA Track],SANER
LiCoEval: Evaluating LLMs on License Compliance in Code Generation,10.1109/icse55347.2025.00052,"Xu, Weiwei and Gao, Kai and He, Hao and Zhou, Minghui",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
Lingma SWE-GPT: An Open Development-Process-Centric Language Model for Automated Software Improvement,,Yingwei Ma; Rongyu Cao; Yongchang Cao; Yue Zhang; Jue Chen; Yibo Liu; Yuchen Liu; Binhua Li; Fei Huang; Yongbin Li,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ISSTA (2025),ISSTA
Lingxi: Repository-Level Issue Resolution Framework Enhanced by Procedural Knowledge Guided Scaling,,Xu Yang; Jiayuan Zhou; Michael Pacheco; Wenhan Zhu; Pengfei He; Shaowei Wang; Kui Liu; Ruiqi Pan,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Lita: Light Agent Uncovers the Agentic Coding Capabilities of LLMs,,Hankun Dai; Maoquan Wang; Mengnan Qi; Yikai Zhang; Zijian Jin; Yongqiang Yao; Yufan Huang; Shengyu Fu; Elsie Nallipogu,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
LiteVLM: A Low-Latency Vision-Language Model Inference Pipeline for Resource-Constrained Environments,,Jin Huang; Yuchao Jin; Le An; Josh Park,2025,arXiv,SE-G2 AND AI-G1,1,cs.LG,arXiv
Live-SWE-agent: Can Software Engineering Agents Self-Evolve on the Fly?,,Chunqiu Steven Xia; Zhe Wang; Yan Yang; Yuxiang Wei; Lingming Zhang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
LLM Agents Can See Code Repositories,,Dongjian Ma; Silin Chen; Yufei Yang; Yulin Shi; Yanfu yan; Xiaodong Gu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?,,Bin Liu; Yanjie Zhao; Guoai Xu; Haoyu Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; FSE (2026) [Companion],FSE
LLM Assistance for Memory Safety,10.1109/icse55347.2025.00023,"Mohammed, Nausheen and Lal, Akash and Rastogi, Aseem and Sharma, Rahul and Roy, Subhajit",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
LLM Assisted Coding with Metamorphic Specification Mutation Agent,,Mostafijur Rahman Akhond; Gias Uddin,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
LLM Chemistry Estimation for Multi-LLM Recommendation,,Huascar Sanchez; Briland Hitaj,2025,arXiv,SE-G1 AND AI-G1,1,cs.LG; ICLR (2026),ICLR
LLM for Mobile: An Initial Roadmap,10.1145/3708528,"Chen, Daihang and Liu, Yonghui and Zhou, Mingyi and Zhao, Yanjie and Wang, Haoyu and Wang, Shuai and Chen, Xiao and Bissyandé, Tegawendé F. and Klein, Jacques and Li, Li",2025,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
"LLM-as-a-Judge for Software Engineering: Literature Review, Vision, and the Road Ahead",10.1145/3797276,"He, Junda and Shi, Jieke and Zhuo, Terry Yue and Treude, Christoph and Sun, Jiamou and Xing, Zhenchang and Du, Xiaoning and Lo, David",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
LLM-based Crowdsourced Test Report Clustering,10.1145/3765756,"Ling, Yuchen and Yu, Shengcheng and Fang, Chunrong and Zhou, Quan and Chen, Zhenyu",2026,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
LLM-Based Java Concurrent Program to ArkTS Converter,10.1145/3691620.3695362,"Liu, Runlin and Lin, Yuhang and Hu, Yunge and Zhang, Zhe and Gao, Xiang",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
LLM-Based Misconfiguration Detection for AWS Serverless Computing,10.1145/3745766,"Wen, Jinfeng and Chen, Zhenpeng and Zhu, Zixi and Sarro, Federica and Liu, Yi and Ping, Haodi and Wang, Shangguang",2026,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead",10.1145/3712003,"He, Junda and Treude, Christoph and Lo, David",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
LLM-Based Repair of Static Nullability Errors,,Nima Karimipour; Pascal Joos; Michael Pradel; Martin Kellogg; Manu Sridharan,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ISSTA (2026),ISSTA
LLM-CompDroid: Repairing Configuration Compatibility Bugs in Android Apps with Pre-trained Large Language Models,10.1145/3736406,"Liu, Zhijie and Tang, Yutian and Li, Meiyun and Jin, Xin and Long, Yunfei and Zhang, Liang Feng and Luo, Xiapu",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
LLM-Powered Static Binary Taint Analysis,10.1145/3711816,"Liu, Puzhuo and Sun, Chengnian and Zheng, Yaowen and Feng, Xuan and Qin, Chuan and Wang, Yuncheng and Xu, Zhenyang and Li, Zhi and Di, Peng and Jiang, Yu and Sun, Limin",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
LLM4Fin: Fully Automating LLM-Powered Test Case Generation for FinTech Software Acceptance Testing,10.1145/3650212.3680388,"Xue, Zhiyi and Li, Liangguo and Tian, Senyue and Chen, Xiaohong and Li, Pingping and Chen, Liangyu and Jiang, Tingting and Zhang, Min",2024,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,ISSTA
LLM4SZZ: Enhancing SZZ Algorithm with Context-Enhanced Assessment on Large Language Models,10.1145/3728885,"Tang, Lingxiao and Liu, Jiakun and Liu, Zhongxin and Yang, Xiaohu and Bao, Lingfeng",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ISSTA,ISSTA
LLMCup: Ranking-Enhanced Comment Updating with LLMs,,Hua Ge; Juan Zhai; Minxue Pan; Fusen He; Ziyue Tan,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
"LLMigrate: Transforming ""Lazy"" Large Language Models into Efficient Source Code Migrators",,Yuchen Liu; Junhao Hu; Yingdi Shan; Ge Li; Yanzhen Zou; Yihong Dong; Tao Xie,2025,arXiv,SE-G1 AND AI-G1,1,cs.PL,arXiv
LLMLOOP: Improving LLM-Generated Code and Tests through Automated Iterative Feedback Loops,,Ravin Ravi; Dylan Bradshaw; Stefano Ruberto; Gunel Jahangirova; Valerio Terragni,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE; ICSME (2025),ICSME
LLMRCA: Multilevel Root Cause Analysis for LLM Applications Using Multimodal Observability Data,10.1145/3806200,"Tan, Gou and He, Zilong and Li, Min and Huang, Haiyu and Wang, Yilun and Chen, Pengfei and Casale, Giuliano and Zhang, Chuanfu",2026,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
LLMs as Continuous Learners: Improving the Reproduction of Defective Code in Software Issues,,Yalan Lin; Yingwei Ma; Rongyu Cao; Binhua Li; Fei Huang; Xiaodong Gu; Yongbin Li,2024,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.SE,arXiv
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-Based Code Completion,10.1109/icse55347.2025.00245,"Wang, Chong and Huang, Kaifeng and Zhang, Jian and Feng, Yebo and Zhang, Lyuye and Liu, Yang and Peng, Xin",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
LLPut: Investigating Large Language Models for Bug Report-Based Input Generation,10.1145/3696630.3728701,"Al Hasan, Alif and Saha, Subarna and Imran, Mia Mohammad and Zaman, Tarannum Shaila",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
LocAgent: Graph-Guided LLM Agents for Code Localization,,Zhaoling Chen; Xiangru Tang; Gangda Deng; Fang Wu; Jialong Wu; Zhiwei Jiang; Viktor Prasanna; Arman Cohan; Xingyao Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,cs.SE; ACL (2025),ACL
LogicEval: A Systematic Framework for Evaluating Automated Repair Techniques for Logical Vulnerabilities in Real-World Software,,Syed Md Mukit Rashid; Abdullah Al Ishtiaq; Kai Tu; Yilu Dong; Tianwei Wu; Ali Ranjbar; Tianchang Yang; Najrin Sultana; Shagufta Mehnaz; Syed Rafiul Hussain,2026,arXiv,SE-G1 AND AI-G1,1,cs.CR; ACL (2026),ACL
Long Live the Librarian! A Persistent Search Sub-Agent for Energy-Efficient Multi-Agent Software Engineering Systems,,Seunghyuk Cho; Sunghyun Choi; Jaeseung Heo; Youngbin Choi; Saemi Moon; MoonJeong Park; Dongwoo Kim,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.MA,arXiv
LPR: Large Language Models-Aided Program Reduction,10.1145/3650212.3652126,"Zhang, Mengxiao and Tian, Yongqiang and Xu, Zhenyang and Dong, Yiwen and Tan, Shin Hwei and Sun, Chengnian",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,ISSTA
M2A: Synergizing Mathematical and Agentic Reasoning in Large Language Models,,Junjian Wang; Xin Zhou; Qiran Xu; Kun Zhan,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
Machine Translation Testing via Syntactic Tree Pruning,10.1145/3640329,"Zhang, Quanjun and Zhai, Juan and Fang, Chunrong and Liu, Jiawei and Sun, Weisong and Hu, Haichuan and Wang, Qingyu",2024,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
MAGIC: Mastering Physical Adversarial Generation in Context through Collaborative LLM Agents,,Yun Xing; Nhat Chung; Jie Zhang; Yue Cao; Ivor Tsang; Yang Liu; Lei Ma; Qing Guo,2024,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.CV; AAAI (2025),AAAI
MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,,Wei Tao; Yucheng Zhou; Yanlin Wang; Wenqiang Zhang; Hongyu Zhang; Yu Cheng,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2024),NeurIPS
Make LLM a Testing Expert: Bringing Human-like Interaction to Mobile GUI Testing via Functionality-aware Decisions,10.1145/3597503.3639180,"Liu, Zhe and Chen, Chunyang and Wang, Junjie and Chen, Mengzhuo and Wu, Boyu and Che, Xing and Wang, Dandan and Wang, Qing",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
Making the Case for LLM-Generated Automated Program Repair Benchmarks,10.1109/snpd65828.2025.11252591,Y. Ebrahim,2025,IEEE,SE-G1 AND AI-G1,1,"2025 IEEE/ACIS 29th International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",ICSE
Malo in the Code Jungle: Explainable Fault Localization for Decentralized Applications,10.1109/tse.2025.3578816,H. Zhang; J. Wu; Z. Wu; Z. Chen; D. Lin; J. Chen; Y. Zhou; Z. Zheng,2025,IEEE,SE-G2 AND AI-G1,1,IEEE Transactions on Software Engineering,TSE
MANDO-LLM: Heterogeneous Graph Transformers with Large Language Models for Smart Contract Vulnerability Detection,10.1145/3765751,"Nguyen, Nhat-Minh and Nguyen, Hoang H. and Long Le, Thanh and Ahmadi, Zahra and Doan, Thanh-Nam and Wu, Daoyuan and Jiang, Lingxiao",2026,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
Mapping NVD Records to Their Vulnerability-fixing Commits: How Hard is It?,10.1145/3817046,"Nguyen, Huu Hung and Zhang, Ting and Tran, Duc Manh and Cheng, Yiran and Le-Cong, Thanh and Kang, Hong Jin and Widyasari, Ratnadira and Khin, Shar Lwin and Lieh, Ouh Eng and Lo, David",2026,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
Mapping the Trust Terrain: LLMs in Software Engineering - Insights and Perspectives,10.1145/3771282,"Khati, Dipin and Liu, Yijin and Palacio, David N. and Zhang, Yixuan and Poshyvanyk, Denys",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
MAPS: A Multilingual Benchmark for Agent Performance and Security,,Omer Hofman; Jonathan Brokman; Oren Rachmil; Shamik Bose; Vikas Pahuja; Toshiya Shimizu; Trisha Starostina; Kelly Marchisio; Seraphina Goldfarb-Tarrant; Roman Vainshtein,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.DB; EACL Findings (2026),ACL
MarketBench: Evaluating AI Agents as Market Participants,,Andrey Fradkin; Rohit Krishnan,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
MarsCode Agent: AI-native Automated Bug Fixing,,Yizhou Liu; Pengfei Gao; Xinchen Wang; Jie Liu; Yexuan Shi; Zhao Zhang; Chao Peng,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
MASAI: Modular Architecture for Software-engineering AI Agents,,Daman Arora; Atharv Sonwane; Nalin Wadhwa; Abhav Mehrotra; Saiteja Utpala; Ramakrishna Bairi; Aditya Kanade; Nagarajan Natarajan,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; NeurIPS (2024); NeurIPS Workshop,NeurIPS
MCTS-Refined CoT: High-Quality Fine-Tuning Data for LLM-Based Repository Issue Resolution,10.1109/ase63991.2025.00154,Y. Wang; Z. Peng; Y. Wang; Z. Wei; H. Yu; Z. Zhu,2025,IEEE+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,4,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
MdEval: Massively Multilingual Code Debugging,,Shukai Liu; Linzheng Chai; Jian Yang; Jiajun Shi; He Zhu; Liran Wang; Ke Jin; Wei Zhang; Hualei Zhu; Shuyue Guo; Tao Sun; Jiaheng Liu; Yunlong Duan; Yu Hao; Liqun Yang; Guanglin Niu; Ge Zhang; Zhoujun Li,2024,arXiv,SE-G1 AND AI-G1,1,cs.CL,arXiv
Measuring Safety Alignment Effects in Autonomous Security Agents,,Isaac David; Arthur Gervais,2026,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.CR,arXiv
Measuring the Runtime Performance of C++ Code Written by Humans Using GitHub Copilot,10.1109/icse55347.2025.00059,"Erhabor, Daniel and Udayashankar, Sreeharsha and Nagappan, Meiyappan and Al-Kiswany, Samer",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
MemGovern: Enhancing Code Agents through Learning from Governed Human Experiences,,Qihao Wang; Ziming Cheng; Shuo Zhang; Fan Liu; Rui Xu; Heng Lian; Kunyi Wang; Xiaoming Yu; Jianghao Yin; Sen Hu; Yue Hu; Shaolei Zhang; Yanbing Liu; Ronghao Chen; Huacan Wang,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
MemGym: a Long-Horizon Memory Environment for LLM Agents,,Wujiang Xu; Yu Wang; Kai Mei; Kaiqu Liang; Zhenting Wang; Mingyu Jin; Han Zhang; Shi-Xiong Zhang; Wenyue Hua; Sambit Sahu; Dimitris N. Metaxas,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
Memory-Efficient Large Language Models for Program Repair with Semantic-Guided Patch Generation,,Thanh Le-Cong; Bach Le; Toby Murray,2024,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; ICSE (2026),ICSE
MemRepair: Hierarchical Memory for Agentic Repository-Level Vulnerability Repair,,Simiao Liu; Li Zhang; Fang Liu; Xiaoli Lian; Yang Liu; Yinghao Zhu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
MEnvAgent: Scalable Polyglot Environment Construction for Verifiable Software Engineering,,Chuanzhe Guo; Jingjing Wu; Sijun He; Yang Chen; Zhaoqi Kuang; Shilong Fan; Bingjin Chen; Siqi Bao; Jing Liu; Hua Wu; Qingfu Zhu; Wanxiang Che; Haifeng Wang,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML (2026),ICML
MergeRepair: An Exploratory Study on Merging Task-Specific Adapters in Code LLMs for Automated Program Repair,,Meghdad Dehghan; Jie JW Wu; Fatemeh H. Fard; Ali Ouni,2024,arXiv,SE-G1 AND AI-G1,1,cs.SE; ICSME (2024) [Registered Reports],ICSME
Meta-RAG on Large Codebases Using Code Summarization,,Vali Tawosi; Salwa Alamir; Xiaomo Liu; Manuela Veloso,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE Workshop (2026) [AGENT],ICSE
Metamorphic Relation Generation: State of the Art and Research Directions,10.1145/3708521,"Li, Rui and Liu, Huai and Poon, Pak-Lok and Towey, Dave and Sun, Chang-Ai and Zheng, Zheng and Zhou, Zhi Quan and Chen, Tsong Yueh",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
Metamorphic Testing of Deep Code Models: A Systematic Literature Review,10.1145/3766552,"Asgari, Ali and de Koning, Milan and Derakhshanfar, Pouria and Panichella, Annibale",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
Migrating Code At Scale With LLMs At Google,10.1145/3696630.3728542,"Ziftci, Celal and Nikolov, Stoyan and Sj\""{o",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
MigrationBench: Repository-Level Code Migration Benchmark from Java 8,,Linbo Liu; Xinle Liu; Qiang Zhou; Lin Chen; Yihan Liu; Hoan Nguyen; Behrooz Omidvar-Tehrani; Xi Shen; Jun Huan; Omer Tripp; Anoop Deoras,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,cs.SE,arXiv
Mining Action Rules for Defect Reduction Planning,10.1145/3660809,"Oueslati, Khouloud and Laberge, Gabriel and Lamothe, Maxime and Khomh, Foutse",2024,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,FSE/ESEC,FSE
Mining for Mutation Operators for Reduction of Information Flow Control Violations,10.1145/3691620.3695308,"Kosorukov, Ilya and Blackwell, Daniel and Clark, David and Cohen, Myra B. and Petke, Justyna",2024,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
MissConf: LLM-Enhanced Reproduction of Configuration-Triggered Bugs,10.1145/3639478.3647635,"Fu, Ying and Wang, Teng and Li, Shanshan and Ding, Jinyan and Zhou, Shulin and Jia, Zhouyang and Li, Wang and Jiang, Yu and Liao, Xiangke",2024,ACM+IEEE,SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings; 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),ICSE
MiSum: Multi-modality Heterogeneous Code Graph Learning for Multi-intent Binary Code Summarization,10.1145/3715780,"Zhu, Kangchen and Tian, Zhiliang and Wang, Shangwen and Chen, Weiguo and Dong, Zixuan and Leng, Mingyue and Mao, Xiaoguang",2025,ACM,SE-G1 AND AI-G1,1,FSE/ESEC,FSE
Mitigating the Language Mismatch and Repetition Issues in LLM-based Machine Translation via Model Editing.,10.18653/v1/2024.emnlp-main.879,Weichuan Wang; Zhaoyi Li; Defu Lian; Chen Ma 0001; Linqi Song; Ying Wei 0001,2024,DBLP,SE-G1 AND AI-G1,2,EMNLP,EMNLP
Mobile App Analysis in the New Era: Challenges and the Road Ahead,10.1145/3819579,"Wu, Jiale and Liu, Tianming and Zhao, Yanjie and Wang, Haoyu",2026,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
MobileDev-Bench: A Benchmark for Issue Resolution in Mobile Application Development,,Moshood A. Fakorede; Krishna Upadhyay; A. B. Siddique; Umar Farooq,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Model Context Protocol (MCP) at First Glance: Studying the Security and Maintainability of MCP Servers,10.1145/3814959,"Hasan, Mohammed Mehedi and Li, Hao and Fallahzadeh, Emad and Rajbahadur, Gopi Krishnan and Adams, Bram and Hassan, Ahmed E.",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
Mokav: Execution-driven Differential Testing with LLMs,,Khashayar Etemadi; Bardia Mohammadi; Zhendong Su; Martin Monperrus,2024,arXiv,SE-G1 AND AI-G1,1,"cs.SE; ASE (2025) [Journal-First, JSS 2025]",ASE
MolViBench: Evaluating LLMs on Molecular Vibe Coding,,Jiatong Li; Yuxuan Ren; Weida Wang; Changmeng Zheng; Xiao-yong Wei; Qing Li; Yatao Bian,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
More with Less: An Empirical Study of Turn-Control Strategies for Efficient Coding Agents,,Pengfei Gao; Chao Peng,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE (2026),ICSE
MORepair: Teaching LLMs to Repair Code via Multi-Objective Fine-Tuning,10.1145/3735129,"Yang, Boyang and Tian, Haoye and Ren, Jiadong and Zhang, Hongyu and Klein, Jacques and Bissyandé, Tegawendé F. and Goues, Claire Le and Jin, Shunfu",2026,ACM+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.; cs.SE,TOSEM
Morescient GAI for Software Engineering,10.1145/3709354,"Kessel, Marcus and Atkinson, Colin",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
